index,timestamp,x,y,z,yaw,velocity
192,1.75279e+09,91.8852,51.4967,0.826626,-0.0622222,2.5313
193,1.75279e+09,93.3018,51.4225,0.826651,-0.0551378,2.53478
194,1.75279e+09,94.5686,51.3648,0.826664,-0.0488043,2.53762
195,1.75279e+09,95.8371,51.315,0.826679,-0.0424664,2.54017
196,1.75279e+09,97.0562,51.2758,0.826815,-0.0354878,2.53966
197,1.75279e+09,98.3265,51.2501,0.82664,-0.0257618,2.54226
198,1.75279e+09,99.5981,51.2311,0.826661,-0.0185202,2.54439
199,1.75279e+09,100.767,51.2389,0.827178,0.000686368,2.5391
200,1.75279e+09,102.139,51.2694,0.826609,0.0150556,2.54219
201,1.75279e+09,103.461,51.3138,0.82667,0.0280191,2.54433
202,1.75279e+09,104.63,51.3673,0.826678,0.0395006,2.54601
203,1.75279e+09,105.902,51.4408,0.826678,0.0519892,2.54764
204,1.75279e+09,107.224,51.5341,0.826691,0.0649874,2.54924
205,1.75279e+09,108.443,51.6349,0.826772,0.0764862,2.54822
206,1.75279e+09,109.815,51.7131,0.826567,0.0637916,2.54483
207,1.75279e+09,111.085,51.7767,0.82706,0.0526291,2.54186
208,1.75279e+09,112.357,51.8007,0.826745,0.0293492,2.54434
209,1.75279e+09,113.629,51.796,0.826616,0.00666816,2.54632
210,1.75279e+09,114.902,51.7629,0.826631,-0.0160035,2.548
211,1.75279e+09,116.071,51.7738,0.827596,0.00387467,2.5403
212,1.75279e+09,117.391,51.8365,0.827102,0.0341368,2.54216
213,1.75279e+09,118.709,51.8965,0.827095,0.0368657,2.53705
214,1.75279e+09,119.928,51.9172,0.826568,0.0244022,2.5399
215,1.75279e+09,121.249,51.9241,0.826633,0.0109729,2.54232
216,1.75279e+09,122.521,51.914,0.826651,-0.00196073,2.54441
217,1.75279e+09,123.793,51.8875,0.826656,-0.0149056,2.54631
218,1.75279e+09,125.015,51.8465,0.826656,-0.0273361,2.54796
219,1.75279e+09,126.339,51.7863,0.826827,-0.0396786,2.54689
220,1.75279e+09,127.56,51.771,0.826984,-0.0209053,2.54479
221,1.75279e+09,128.884,51.7806,0.826622,-0.00157026,2.5469
222,1.75279e+09,130.157,51.8128,0.826672,0.0169838,2.54835
223,1.75279e+09,131.379,51.8434,0.827302,0.0187042,2.545
224,1.75279e+09,132.652,51.8308,0.826807,-0.000736891,2.54695
225,1.75279e+09,133.976,51.8022,0.82729,-0.0121199,2.54205
226,1.75279e+09,135.247,51.818,0.826858,0.00466113,2.54417
227,1.75279e+09,136.518,51.8124,0.826568,-0.00241724,2.54211
228,1.75279e+09,137.688,51.7969,0.826659,-0.00908374,2.5439
229,1.75279e+09,139.062,51.7691,0.826675,-0.0169865,2.546
230,1.75279e+09,140.233,51.7368,0.82668,-0.0237137,2.54758
231,1.75279e+09,141.608,51.6889,0.826674,-0.0315588,2.54931
232,1.75279e+09,142.882,51.6348,0.826709,-0.0388172,2.55049
233,1.75279e+09,144.156,51.5715,0.826708,-0.0460832,2.55164
234,1.75279e+09,145.43,51.4989,0.826688,-0.053358,2.55276
235,1.75279e+09,146.602,51.4239,0.826663,-0.0600622,2.55386
236,1.75279e+09,147.876,51.3334,0.826665,-0.0673486,2.55492
237,1.75279e+09,149.252,51.2252,0.826667,-0.0752241,2.55594
238,1.75279e+09,150.525,51.1153,0.826667,-0.0825176,2.5568
239,1.75279e+09,151.747,51.0304,0.827157,-0.0698935,2.54805
240,1.75279e+09,153.019,50.9564,0.826664,-0.0631654,2.54842
241,1.75279e+09,154.344,50.9069,0.826736,-0.0447902,2.54799
242,1.75279e+09,155.567,50.8663,0.82666,-0.0380186,2.55
243,1.75279e+09,156.892,50.8257,0.82666,-0.0328519,2.5503
244,1.75279e+09,158.167,50.7877,0.826659,-0.0311415,2.55177
245,1.75279e+09,159.391,50.7608,0.827139,-0.0232233,2.54823
246,1.75279e+09,160.717,50.7385,0.826643,-0.0198773,2.55009
247,1.75279e+09,161.99,50.7435,0.827181,0.000139372,2.543
248,1.75279e+09,163.261,50.78,0.82661,0.0186412,2.5452
249,1.75279e+09,164.432,50.832,0.826636,0.0354038,2.54698
250,1.75279e+09,165.805,50.9179,0.826659,0.0551124,2.54858
251,1.75279e+09,167.075,51.0217,0.826633,0.0734394,2.55008
252,1.75279e+09,168.346,51.1181,0.826658,0.0733749,2.54881
253,1.75279e+09,169.618,51.2023,0.826636,0.0689458,2.55027
254,1.75279e+09,170.839,51.2681,0.826623,0.0587889,2.54908
255,1.75279e+09,172.164,51.3353,0.82667,0.0533968,2.55033
256,1.75279e+09,173.385,51.3665,0.826581,0.0357526,2.54554
257,1.75279e+09,174.657,51.3917,0.826895,0.0241895,2.5432
258,1.75279e+09,175.927,51.3794,0.826511,0.00167939,2.54059
259,1.75279e+09,177.196,51.3514,0.827128,-0.0170466,2.53578
260,1.75279e+09,178.409,51.2805,0.826516,-0.0414859,2.53268
261,1.75279e+09,179.723,51.1998,0.826783,-0.0566461,2.52884
262,1.75279e+09,181.033,51.0807,0.826655,-0.0798214,2.53129
263,1.75279e+09,182.293,50.9482,0.826663,-0.0964905,2.53282
264,1.75279e+09,183.536,50.7439,0.827748,-0.14477,2.51502
265,1.75279e+09,184.775,50.5195,0.826481,-0.165231,2.52198
266,1.75279e+09,186.012,50.2778,0.82664,-0.184293,2.52016
267,1.75279e+09,187.249,50.0336,0.826607,-0.190779,2.52431
268,1.75279e+09,188.487,49.7827,0.826644,-0.196806,2.52814
269,1.75279e+09,189.726,49.524,0.826653,-0.202842,2.53161
270,1.75279e+09,190.964,49.2575,0.826656,-0.208886,2.53475
271,1.75279e+09,192.202,48.9832,0.826656,-0.214938,2.5376
272,1.75279e+09,193.44,48.7011,0.826665,-0.220994,2.54016
273,1.75279e+09,194.627,48.4229,0.826655,-0.226817,2.54242
274,1.75279e+09,195.864,48.1288,0.826973,-0.230269,2.5401
275,1.75279e+09,197.156,47.8622,0.82653,-0.214625,2.5377
276,1.75279e+09,198.397,47.5948,0.82663,-0.213408,2.54026
277,1.75279e+09,199.59,47.3392,0.826665,-0.212243,2.54246
278,1.75279e+09,200.883,47.0636,0.826671,-0.210978,2.54461
279,1.75279e+09,202.079,46.8104,0.826676,-0.20976,2.54628
280,1.75279e+09,203.325,46.5482,0.826653,-0.208325,2.54816
281,1.75279e+09,204.573,46.2874,0.826655,-0.207305,2.54979
282,1.75279e+09,205.821,46.0278,0.826657,-0.20608,2.55127
283,1.75279e+09,207.071,45.7696,0.826657,-0.204848,2.55262
284,1.75279e+09,208.321,45.5127,0.826656,-0.20366,2.55383
285,1.75279e+09,209.623,45.2471,0.826656,-0.20228,2.55498
286,1.75279e+09,210.825,45.0035,0.826655,-0.201104,2.55594
287,1.75279e+09,212.078,44.751,0.826655,-0.199994,2.55685
288,1.75279e+09,213.382,44.4896,0.826684,-0.198906,2.55707
289,1.75279e+09,214.575,44.2141,0.826627,-0.217096,2.55098
290,1.75279e+09,215.861,43.8914,0.826632,-0.237812,2.54643
291,1.75279e+09,217.038,43.5676,0.827311,-0.260603,2.53524
292,1.75279e+09,218.239,43.1684,0.827689,-0.304535,2.52015
293,1.75279e+09,219.362,42.5533,0.834506,-0.442322,2.46765
294,1.75279e+09,220.435,41.9408,0.828208,-0.486157,2.46981
295,1.75279e+09,221.412,41.3162,0.826361,-0.535583,2.31239
296,1.75279e+09,222.343,40.6704,0.827231,-0.585487,2.03464
297,1.75279e+09,223.05,40.0205,0.828156,-0.673218,1.82025
298,1.75279e+09,223.666,39.4143,0.824273,-0.723653,1.64169
299,1.75279e+09,224.237,38.8856,0.82272,-0.732027,1.47986
300,1.75279e+09,224.73,38.4248,0.822355,-0.740695,1.34294
301,1.75279e+09,225.212,37.9721,0.822275,-0.745632,1.21751
302,1.75279e+09,225.627,37.5727,0.822264,-0.753807,1.10086
303,1.75279e+09,225.983,37.2237,0.822247,-0.760613,0.992958
304,1.75279e+09,226.267,36.8479,0.825019,-0.812419,0.844168
305,1.75279e+09,226.467,36.5192,0.823605,-0.863645,0.767718
306,1.75279e+09,226.673,36.1939,0.823327,-0.894801,0.783832
307,1.75279e+09,226.869,35.854,0.824181,-0.937588,0.797087
308,1.75279e+09,227.039,35.4744,0.824137,-0.99317,0.799923
309,1.75279e+09,227.197,35.1139,0.823665,-1.03327,0.822648
310,1.75279e+09,227.338,34.7049,0.824135,-1.09095,0.841572
311,1.75279e+09,227.449,34.3036,0.824233,-1.14664,0.858492
312,1.75279e+09,227.536,33.906,0.823589,-1.20127,0.836916
313,1.75279e+09,227.604,33.4766,0.823425,-1.25869,0.813489
314,1.75279e+09,227.646,33.0839,0.823511,-1.31121,0.812172
315,1.75279e+09,227.666,32.6807,0.822787,-1.36517,0.740562
316,1.75279e+09,227.666,32.308,0.822551,-1.41465,0.698842
317,1.75279e+09,227.662,31.9575,0.823086,-1.44955,0.7268
318,1.75279e+09,227.702,31.5854,0.823826,-1.45246,0.771897
319,1.75279e+09,227.742,31.2079,0.82384,-1.45685,0.812475
320,1.75279e+09,227.774,30.7766,0.82429,-1.46922,0.854884
321,1.75279e+09,227.807,30.3445,0.823898,-1.47474,0.886757
322,1.75279e+09,227.834,29.8941,0.824338,-1.48606,0.919787
323,1.75279e+09,227.854,29.43,0.823812,-1.49765,0.937808
324,1.75279e+09,227.881,28.9612,0.823686,-1.50241,0.948272
325,1.75279e+09,227.905,28.5009,0.822881,-1.50785,0.918831
326,1.75279e+09,227.924,28.0613,0.822561,-1.51414,0.840811
327,1.75279e+09,227.935,27.6822,0.822375,-1.52129,0.79496
328,1.75279e+09,227.946,27.2791,0.822303,-1.52739,0.7394
329,1.75279e+09,227.96,26.8989,0.822912,-1.52889,0.787277
330,1.75279e+09,227.992,26.5015,0.850299,-1.52859,0.957526
331,1.75279e+09,228.012,25.895,0.834373,-1.53006,1.19643
332,1.75279e+09,228.024,25.2838,0.826084,-1.536,1.16378
333,1.75279e+09,228.027,24.7178,0.823835,-1.54538,1.12023
334,1.75279e+09,228.031,24.1929,0.82307,-1.55092,1.07749
335,1.75279e+09,228.033,23.6471,0.824099,-1.55562,1.12448
336,1.75279e+09,228.033,23.0605,0.824063,-1.56139,1.13199
337,1.75279e+09,228.03,22.5273,0.824755,-1.56687,1.20961
338,1.75279e+09,228.022,21.8839,0.824484,-1.57336,1.22773
339,1.75279e+09,228.01,21.259,0.823698,-1.57944,1.20197
340,1.75279e+09,227.996,20.6667,0.823526,-1.58506,1.17233
341,1.75279e+09,227.98,20.1106,0.823254,-1.59015,1.15104
342,1.75279e+09,227.959,19.5144,0.823523,-1.5966,1.13663
343,1.75279e+09,227.935,18.9347,0.825563,-1.60199,1.26357
344,1.75279e+09,227.904,18.2688,0.824866,-1.60827,1.28276
345,1.75279e+09,227.87,17.6432,0.823634,-1.61463,1.21877
346,1.75279e+09,227.838,17.0997,0.823036,-1.61976,1.18251
347,1.75279e+09,227.812,16.5133,0.822842,-1.61698,1.08574
348,1.75279e+09,227.8,15.9683,0.823457,-1.60884,1.1088
349,1.75279e+09,227.792,15.3883,0.823768,-1.60054,1.12286
350,1.75279e+09,227.788,14.8497,0.823438,-1.59265,1.10454
351,1.75279e+09,227.789,14.2996,0.823405,-1.58509,1.09318
352,1.75279e+09,227.793,13.718,0.824559,-1.57781,1.1589
353,1.75279e+09,227.774,13.1328,0.823328,-1.58818,1.08999
354,1.75279e+09,227.76,12.6249,0.822605,-1.59113,1.03829
355,1.75279e+09,227.743,12.0844,0.823019,-1.59456,1.01508
356,1.75279e+09,227.725,11.542,0.824157,-1.59764,1.07864
357,1.75279e+09,227.706,11.0296,0.822773,-1.60066,0.978286
358,1.75279e+09,227.688,10.583,0.822375,-1.60393,0.880437
359,1.75279e+09,227.633,10.1311,0.823521,-1.62841,0.904242
360,1.75279e+09,227.579,9.52379,0.83294,-1.6389,1.57264
361,1.75279e+09,227.497,8.71653,0.830156,-1.6557,1.66715
362,1.75279e+09,227.28,7.92219,0.830408,-1.75123,1.55035
363,1.75279e+09,226.987,7.23475,0.828295,-1.85044,1.44447
364,1.75279e+09,226.652,6.62172,0.827175,-1.9418,1.3568
365,1.75279e+09,226.287,6.07828,0.825977,-2.02647,1.26958
366,1.75279e+09,225.921,5.61651,0.825411,-2.1031,1.19339
367,1.75279e+09,225.544,5.20825,0.824802,-2.17573,1.12812
368,1.75279e+09,225.128,4.81901,0.82455,-2.24988,1.07252
369,1.75279e+09,224.771,4.5292,0.824256,-2.30955,1.02468
370,1.75279e+09,224.351,4.22997,0.823862,-2.37684,0.958106
371,1.75279e+09,223.933,3.97278,0.823648,-2.44234,0.929499
372,1.75279e+09,223.552,3.76921,0.82353,-2.49938,0.885045
373,1.75279e+09,223.141,3.58124,0.823411,-2.56016,0.853783
374,1.75279e+09,222.784,3.44148,0.823274,-2.61188,0.824871
375,1.75279e+09,222.347,3.2997,0.82406,-2.67364,0.853904
376,1.75279e+09,221.907,3.18452,0.82539,-2.7346,0.970714
377,1.75279e+09,221.395,3.08499,0.826434,-2.80452,1.1034
378,1.75279e+09,220.899,3.02049,0.825841,-2.871,1.12931
379,1.75279e+09,220.301,2.97168,0.823455,-2.93561,1.02445
380,1.75279e+09,219.894,2.95278,0.823747,-2.98007,0.929771
381,1.75279e+09,219.367,2.95156,0.824974,-3.03165,1.02668
382,1.75279e+09,218.785,2.93944,0.826912,-3.05979,1.2128
383,1.75279e+09,218.193,2.91086,0.827345,-3.07257,1.35589
384,1.75279e+09,217.474,2.87271,0.827397,-3.07876,1.5138
385,1.75279e+09,216.686,2.88056,0.828218,-3.11633,1.64078
386,1.75279e+09,215.937,2.88351,0.82738,-3.12677,1.75527
387,1.75279e+09,214.874,2.88089,0.827598,-3.13388,1.89807
388,1.75279e+09,214.017,2.88429,0.827601,-3.13957,1.99155
389,1.75279e+09,212.928,2.89522,0.824426,3.13637,1.7305
